Title,Ingredients,Procedures,Nutrition,Yield,Age_group,Cooking_time,Prep_time,Price,recipe_id,Source
"
Ginataang kalabasa and saluyot 
","
1/8 ;cup ;Cooking oil 
1 1⁄2 ;Tbsps ;Garlic, crushed, chopped 
1/8 ;cup ;Onion, Bombay, sliced 
1⁄2 ;kilo or 3 3⁄4 cups; Squash, fruit, cubed 
2 1⁄2 ;cups ;Water 
1 ;tsp ;Iodized salt, refined 
1/3 ;cup ;Coconut milk, pure 
3⁄4 ;cup ;Saluyot leaves 

","
1. In a pan, heat oil. Sauté garlic and onion. 
2. Add squash and water. Season with salt. Simmer for 5 minutes. 
3. Add coconut milk. Simmer for 5 minutes. 
4. Add saluyot. Cover and simmer for another 1 minute. 
",,"
5 servings 
Serving size: 3⁄4 cup veg + 1/3 cup sauce 
",,"
15 minutes
","
20 minutes
",'',fnri-2018-4gin,fnri
"
Sinampalukang manok
","
1 1⁄2 ;Tbsps ;Cooking oil 
1/8 ;cup ;Ginger, strips 
1/8 ;cup ;Garlic, crushed, chopped 
1/8 ;cup ;Onion, Bombay, chopped 
1⁄2 ;cup ;Tomato, seeded 
3⁄4 ;kilo ;Chicken, breast, fillet, sliced ( 1.5 x 2 inches) 10 slices 
1/8 ;cup ;Patis 
4 ;cups ;Water 
2 ;cups ;Papaya, green, sliced 
2 ;cups ;Sampalok leaves 
5 ;cups ;Sili leaves 

","
1. In a pan, heat oil. Sauté ginger, garlic, onion, tomato and chicken. Cover and   simmer for 10 minutes. 
2. Season with patis. 
3. Add water. Bring to a boil. Add papaya. Simmer for 10 minutes. 
4. Add sampalok leaves. Simmer for   another 5 minutes. 
5. Add sili leaves. Cook for 1 minute.  
",,"
5 servings 
Serving size: 2 slices chicken + 3⁄4 cup veg + 1⁄4 cup soup 
",,"
30 minutes
","
25 minutes
",'',fnri-2018-5sin,fnri
"
Misua-patola soup 
","
1/8 ;cup ;Cooking oil 
1/8 ;cup ;Garlic, crushed, chopped 
1/8 ;cup ;Onion, Bombay, chopped 
1/3 ;cup ;Shrimp, suahe, shelled 
1 ;tsp ;Iodized salt, refined 
1/16 ;tsp ;Black pepper, ground 
3 ;cups ;Water 
1 1/3 ;cups ;Patola, sliced 
2/3 ;cup ;Misua noodles 
1⁄4 ;cup ;Malunggay leaves 

","
1. In a pan, heat oil. Sauté garlic, onion and shrimp. Cover and simmer for 1 minute. 
2. Season with salt and pepper. 
3. Add water. Cover and bring to a boil. 
4. Add patola. Simmer for 2 minutes. 
5. Add misua. Stir to prevent lumps. Simmer for another 1 minute. 
6. Add malunggay. 
",,"
5 Servings 
Serving size 1/3 cup shrimpveg & misua + 1⁄2 cup soup 
",,"
10 minutes
","
20 minutes
",'',fnri-2018-6mis,fnri
"
Pork picadillo 
","
1/8 ;cup ;Cooking oil 
1/8 ;cup ;Garlic, crushed, chopped 
1/8 ;cup ;Onion, Bombay, chopped 
1⁄2 ;kilo ;Pork, kasim, ground 
1⁄2 ;Tbsp ;Salt, iodized, refined 
1⁄4 ;tsp ;Black pepper, ground 
1⁄2 ;Tbsp ;Sugar, white 
3⁄4 ;cup ;Bell pepper, red, strips 
3⁄4 ;cup ;Potato, cubed 
1 1/3 ;cups ;Carrot, cubed 
1⁄2 ;cup ;Tomato sauce 
2 ;cups ;Water 

","
1. In a pan, heat oil. Sauté garlic, onion and pork. Cover and cook for 10 minutes. 
2. Season with salt, pepper and sugar. 
3. Add bell pepper, potato and carrots. Cover and simmer for 5 minutes. 
4. Add tomato sauce and water. Cover and simmer for another 5 minutes. 
",,"
5 Servings 
Serving size: 1/3 cup pork + 1/3 cup veg and sauce 
",,"
25 minutes
","
15 minutes
",'',fnri-2018-7por,fnri
"
Sinabawang salmon 
","
3 ;cups ;Water 
1/8 ;cup ;Ginger, strips 
3 ;Tbsps ;Tomato, seeded, sliced 
1/8 ;cup ;Onion, Bombay, sliced 
1⁄4 ;cup ;Tanglad 
1 1⁄2 ;cups ;Kamote, yellow, cubed 
5 ;slices ;Salmon, sliced 
1 ;tsp ;Iodized salt, refined 
11 1⁄4 ;cups ;Kamote, tops, green 

","
1. In a pot, combine water, ginger, tomato, onion and tanglad. Cover and bring to a boil. 
2. Add kamote. Cover and cook for 3 minutes or until the kamote is cooked. 
3. Add salmon. Cover and simmer for 10 minutes or until the fish is cooked. 
4. Season with salt. Add kamote tops Simmer for another 1 minute. 
",,"
5 Serving 
Serving size: 1 slice fish + 3⁄4 cup veg + 1/3 cup soup 
",,"
10 minutes
","
15 minutes
",'',fnri-2018-8sin,fnri
"
Pan-fried chicken 
","
1/8 ;cup ;Calamansi juice 
1/8 ;cup ;Onion, Bombay, chopped 
1⁄4 ;cup ;Banana catsup 
1/8 ;cup ;Toyo 
1/8 ;cup ;Sugar, brown 
1⁄4 ;tsp ;Salt, iodized, refined 
1/16 ;tsp ;Black pepper, ground 
3⁄4 ;kilo ;Chicken, breast, fillet, sliced crosswise ( 3 x 2 inches ) 10 slices 
1⁄4 ;cup ;Cooking oil 

","
1. In a pot, combine water, ginger, tomato, onion and tanglad. Cover and bring to a boil. 
2. Add kamote. Cover and cook for 3 minutes or until the kamote is cooked. 
3. Add salmon. Cover and simmer for 10 minutes or until the fish is cooked. 
4. Season with salt. Add kamote tops Simmer for another 1 minute. 
",,"
5 Servings 
Serving size: 2 slices chicken + 1 Tbsp sauce 
",,"
15 minutes
","
10 minutes
",'',fnri-2018-9pan,fnri
"
Chicken lumpia & Ginulay na mais at malunggay 
","
!Chicken lumpia  
2 ;pcs ;Egg, chicken, whole, beaten 
2 ;tsps ;Salt, iodized  
1⁄8 ;tsp ;Black pepper, ground  
3 ;cups ;Chicken, breast, ground 
1 1⁄3 ;cups ;Carrots, chopped 
1⁄3 ;cup ;Kinchay, chopped  
1⁄4 ;cup ;Onion, white, chopped 
2 ;Tbsps ;Garlic, chopped  
20 ;pcs ;Lumpia wrapper, medium, separated  
1 ;cup ;Cooking oil 

!Ginulay na mais at malunggay 
1⁄3 ;cup ;Cooking oil 
1⁄4 ;cup ;Onion, white, chopped 
2 ;Tbsps ;Garlic, chopped 
4 ;cups ;Corn on the cob, yellow, shredded 
6 ;cups ;Water 
1 ;Tbsp ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
1 ;cup ;Carrots, thin strips 
3 ;cups ;Malunggay leaves 

","
!Chicken lumpia 
1. In a bowl, combine egg, salt, and pepper. 
2. In another bowl, combine ground chicken, carrots, kinchay, onion and garlic. 
Add the egg mixture. Blend well. 
3. Place 3 Tbsps or 45 grams of the mixture, 
1 inch from the bottom of the wrapper. 
Fold both sides and roll the wrapper tightly. 
Seal the end by moistening with water. 
Repeat with the rest of the mixture. 
4. In a pan, heat oil. Fry lumpia for 5 minutes or until golden brown. 
5. Transfer in a strainer or in a bowl with paper towels to drain excess oil. 
6. Slice each lumpia into 2 pieces. 
!Ginulay na mais at malunggay 
1. In a pot, heat oil. Sauté onion, garlic, and corn. 
2. Add water, salt and pepper. Cover and bring to a boil. Simmer for 5 minutes. 
3. Add carrots and malunggay. 
Cover and simmer for 2 minutes. 
","
Energy  ;552 kcal ; 35  
Protein  ;18.8 g ; 63  
Calcium  ;82 mg ; 12  
Iron  ;3.7 mg ; 37  
Vitamin A ; 445 μg RE ; 111  
Vitamin C ; 19 mg ; 42  
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9 ; 10- 12 
Yield (servings) ; 20  ;13 ; 10 
Chicken lumpia ; 2 pcs  ;3 pcs ; 4 pcs 
Ginulay na mais at malunggay ; 1⁄2  cup  ;3⁄4 cup ; 1 cup 
Boiled rice  ;3⁄4 cup  ;1 cup ;1  1⁄4 cup 
","
Chicken lumpia - 20 minutes 
Ginulay na mais at malunggay - 15 minutes 
","
Chicken lumpia- 40 mins 
Ginulay na mais at malunggay - 40 mins 
",24.5,fnri-2020-1chi,fnri
"
Sweet and sour meatballs 
","
!For the meatballs 
4 ;pcs ;Egg, chicken, whole, beaten 
1⁄3 ;cup ;Cooking oil 
2 ;tsps ;Salt, iodized 
1/8 ;tsp ;Black pepper, ground 
3 ;cups ;Chicken, breast, ground 
4 ;cups ;Kamote tops, leaves, green, sliced thinly 
1⁄4 ;cup ;Onion, white, chopped 
2 ;cups ;All-purpose flour 
2 ;cups ;Cooking oil for frying 

!For the sauce 
1⁄4 ;cup ;Cooking oil 
2 ;Tbsps ;Garlic, chopped 
1/3 ;cup ;Onion, bombay, quartered 
1 1⁄2 ;cups ;Carrots, thin quarter cut 
1 ;cup ;Water 
1 ;cup ;Catsup, banana 
1 ;can ;Pineapple, tidbits, drain and set aside syrup 
2 ;Tbsps ;Sugar, brown 
2 ;tsps ;Salt, iodized 
2 ;Tbsps ;Vinegar, coconut 
2 ;tsps ;Cornstarch 
2 ;Tbsps ;Water 
2 ;Tbsps ;Spring onions, chopped 

","
1. Prepare the meatballs 
• In a bowl, combine eggs, oil, salt and pepper. 
• In another bowl, combine ground chicken, kamote tops, onion, and flour. Add the egg mixture. Blend well. 
• Divide the mixture by 40, approximately 2 tablespoons or 30 grams each portion. 
• Shape each portion into balls. Chill for at least 30 minutes. 
• In a pot, heat oil. Fry the meatballs for 5 minutes or until golden brown. 
• Transfer meatballs in a strainer or bowl with paper towels to drain excess oil. 
2. In a pan, heat oil. Saute garlic, onion and carrots. 
3. Add water, catsup, syrup, sugar, salt and vinegar. Cover and bring to a boil. Simmer for 2 minutes. 
4. In a bowl, combine cornstarch and water to make a slurry. Add the slurry to the sauce and blend well. Cover and simmer for 2 minutes or until mixture thickens. 
5. Add the cooked meatballs and pineapples. Cover and cook for 1 minute. 
6. Serve with spring onions on top. 
","
Energy  ;589 kcal ;37 
Protein ;18.6g  ;62 
Calcium  ;92  mg  ; 13 
Iron ;3.7mg ;37 
Vitamin A  ;353  μg  RE ;  88 
Vitamin C  ;6 mg  ;13 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Sweet  and sour meatballs  ;2 pcs  meatballs + 1⁄4 cup veg& sauce  ;3 pcs  meatballs  + 1⁄3 cup veg & sauce ; 4 pcs  meatballs + 1⁄2 cup veg  & sauce 
Boiled rice  ;3⁄4 cup ; 1 cup  ;1  1⁄4  cup 
","
60 minutes 
","
40 minutes 
",20,fnri-2020-10swe,fnri
"
Fish fillet & Potato soup 
","
!Fish fillet  
1⁄2 ;cup ;All-purpose flour 
1 ;Tbsp ;Salt, iodized  
1/8 ;tsp ;Black pepper, ground  
20 ;pcs (approx 113 g) ;Galunggong,deboned, fillet  
3 ;pcs ;Egg, chicken,  whole, beaten 
2 ;cups  ;Breadcrumbs  
2 ;cups  ;Cooking oil 
3⁄4 ;cup  ;Catsup, banana 
1⁄2 ;cup  ;Mayonnaise

!Potato soup 
4 ;cups; Water 
4 ;cups; Potato, chunks 
1⁄4 ;cup; Cooking oil 
2 ;Tbsps; Garlic, chopped 
1⁄4 ;cup; Onion, white, chopped 
1 ;pack ;All-purpose cream 
1 ;Tbsp ;Salt, iodized 
1/8 ;tsp  ;Black pepper, ground 
4 ;cups ;Kamote tops, leaves, green, strips ","
!Fish fillet 
1. In a bowl, combine flour, salt and pepper. Blend well. 
2. Dredge fish fillet into the flour mixture. 
3. Dip fish in beaten eggs and dredge into breadcrumbs. Coat all sides. 
4. In a pan, heat oil. Fry fish for 4 minutes or until golden brown. 
5. Transfer in a strainer or bowl with paper towels to drain excess oil. 
6. In a bowl, combine catsup and mayonnaise. Blend well. 
7. Serve fish fillet with the dip on the side. 
!Potato soup 
1. In a pot, combine water and potato. Cover and bring to a boil. Simmer for 10 minutes. Remove the potatoes and mash. Set aside the water used for boiling. 
2. In a pan, heat oil. Saute garlic, onion and mashed potato. 
3. Add the water used in boiling the potatoes. Cover and bring to a boil. Simmer for 3 minutes. 
4. Add cream, salt and pepper. Simmer uncovered for 3 minutes. 
5. Add kamote tops. Simmer for 1 minute. 
","
Energy  ;646 kcal ; 40 
Protein  ;17.9 g ; 60 
Calcium  ;115 mg ; 16 
Iron  ;3.3 mg ; 33 
Vitamin A  ;135 μg RE ; 34 
Vitamin C  ;18 mg ; 40 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13  ;10 
Fish fillet ; 2 pcs  ;3 pcs  ;4 pcs 
Potato soup ; 1⁄4 cup; 1⁄3 cup  ;1⁄2 cup 
Boiled rice ; 3⁄4 cup; 1 cup  ;1 1⁄4 cup 
","
Fish fillet - 40 minutes 
Potato soup- 30 minutes 
","
Fish fillet- 1 hour and 20 minutes 
Potato soup- 30 minutes 
",33.5,fnri-2020-11fis,fnri
"
Pork - veggie  embutido  
","
!For the eggs 
4 ;cups; Water 
5 ;pcs; Egg, chicken, whole 

!For the embutido 
3 ;pcs ;whole, Egg,  chicken,  beaten 
2 ;tsps; Salt,iodized  
1⁄8 ;tsp ;Black pepper, ground  
4 ;cups ;Pork, kasim, ground  
3 1⁄2 ;cups ;Kalabasa, fruit,strips 
3 ;cups  ;Kulitis shredded  (spinach),
1⁄4 ;cup ;chopped  Onion,white,
1 ;pack, ;small ; Raisins 
1⁄2 ;cup ;Cooking oil
1 1⁄3 ;cups ;Catsup, banana ","
1. Prepare the boiled eggs 
• In a pot, combine water and egg. Cover and boil for 10 minutes. 
• Drain and soak eggs in tap water. 
• Peel and slice into quarters. Set aside. 
2. Prepare the meat mixture 
• In a bowl, combine eggs, salt and pepper. 
• In another bowl, combine ground pork, kalabasa, kulitis, onion and raisins. Add the egg mixture. 
Blend well. 
• Divide meat mixture into 5 portions or 270 grams. 
3. Assemble the embutido 
• Place one portion of the meat mixture in a 12 x 12-inch aluminum foil. 
• Flatten the mixture to form a rectangle. 
• Place 4 slices of boiled eggs at the center. 
• Wrap the foil around the meat mixture. Ensure the eggs are in the center. 
• Seal the ends tightly. Repeat with the other portions. 
4. Transfer to a steamer. Steam the embutido for 25 minutes. 
5. Let it cool and chill for 30 minutes. Remove the aluminum foil. 
6. In a pan, heat oil. Fry the embutido until brown on all sides. 
7. Remove from heat. Slice each embutido to 8 pieces. 
8. Serve with catsup on the side. 
","
Energy ;614 kcal  ;38  
Protein  ;16.3  g ; 54 
Calcium ; 95mg  ;14  
Iron  ;3.6  mg ; 36 
Vitamin A  ;174 μg RE ; 44  
Vitamin C ; 12 mg  ;27 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Pork-veggie embutido ;2 pcs  ;3 pcs ; 4 pcs 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1  1⁄4  cup 
","
15 minutes 
","
1 hour 
",24,fnri-2020-12por,fnri
"
Ground Pork Menudo 
","
1⁄3 ;cup ;Cooking oil 
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Onion, white, chopped 
4 ;cups ;Pork, liempo, lean, ground 
1 ;Tbsp ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
1 ;cup ;Water 
2 ;packs ;Tomato sauce 
3 1⁄2 ;cups ;Potato, cubed 
1⁄3 ;cup ;Bell pepper, red, strips 
2 ;Tbsps ;Sugar, white 
2 1⁄2 ;cups ;Green peas, frozen 
50 ;g ;Raisins 

","
1. In a pan, heat oil. 
Sauté garlic, onion, ground pork, salt and pepper. 
Cover and cook for 20 minutes. 
2. Add water, tomato sauce, potato, bell pepper and sugar. 
Cover and bring to a boil. 
Simmer for 5 minutes. 
3. Add green peas and raisins. 
Cover and simmer for 3 minutes. 
","
Energy  ;563 kcal ; 35 
Protein  ;17.5 g ; 58 
Calcium  ;62 mg ; 9 
Iron  ;3 mg ; 30 
Vitamin A  ;160 μg RE ; 40 
Vitamin C ; 21 mg ; 47 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Ground pork  menudo ;1⁄3 cup ;1⁄2  cup ; 3⁄4 cup 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1  1⁄4  cup 
","
40 minutes 
","
30 minutes 
",26,fnri-2020-2gro,fnri
"
Tokwa balls with gravy 
","
!For the meatballs  
4 ;pcs ;Egg, chicken, whole, beaten 
1⁄3 ;cup ;Cooking oil 
2 ;tsps ;Salt, iodized  
1⁄8 ;tsp ;Black pepper, ground 
3 ;cups ;Tokwa, mashed  
2 1⁄2 ;cups ;Pork, liempo, lean,  ground  
2 1⁄2 ;cups ;Kalabasa, fruit,  chopped  
1 ;cup ;Kulitis (spinach),  chopped  
2 ;Tbsps ;Garlic, chopped  
1⁄4 ;cup ;Onion, white, chopped 
2 ;Tbsps ; Kinchay, chopped 
2 ;cups ;All-purpose flour 
2 ;cups ;Cooking oil for frying 

!For the gravy sauce 
1⁄3 ;cup ;Cooking oil 
1⁄4 ;cup ;Onion, white, chopped 
1⁄2 ;cup ;All-purpose flour 
3 ;cups ;Water 
1 ;pack ;All-purpose cream 
2 ;Tbsps ;Soy sauce 
2 ;tsp ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
1⁄2 ;cup ;Kulitis (spinach), chopped 

","
1. Prepare the meatballs: 
• In a bowl, combine eggs, oil, salt and pepper. 
• In another bowl, combine tokwa, ground pork, kalabasa, kulitis, garlic, onion, kinchay and flour. 
Add the egg mixture. Blend well. 
• Divide the mixture by 40, approximately 3 tablespoons or 45 grams each portion. 
• Shape each portion into balls. Chill for at least 30 minutes. 
• In a pot, heat oil. Deep fry the meatball for 5 minutes or until golden brown. 
• Transfer meatballs in a strainer or bowl with paper towels to drain excess oil. 
2. In a pan, heat oil. Sauté onions and flour. 
3. Add water. Stir thoroughly to avoid lumps. Cover and bring to a boil. 
4. Add cream, soy sauce, salt and pepper. 
Simmer uncovered for 2 minutes. 
5. Add kulitis. Simmer for 1 minute. 
6. Pour gravy over the meatballs before serving. 
","
Energy  ;623 kcal ; 39 
Protein  ;19.6 g ; 65 
Calcium  ;180 mg ; 26  
Iron  ;4.6 mg ; 46 
Vitamin A  ;156 μg RE ; 39  
Vitamin C ; 11 mg ; 24 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5 ; 6-9  ;10- 12 
Yield (servings) ;20 ; 13  ;10 
Tokwa balls with gravy ;2 pcs tokwa balls+ 3 Tbsps gravy ; 3 pcs   tokwa balls  + 1⁄4 cup   gravy  ;4 pcs tokwa balls + 1⁄3 cup gravy 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1 1⁄4 cup 
","
1 hour 
","
40 minutes 
",20.5,fnri-2020-3tok,fnri
"
Sardines - kalabasa patties 
","
!For the patties 
4 ;cups ;Kalabasa, fruit,  chunks  
4 ;pcs ;Egg, chicken, whole,  beaten 
2 ;tsp ; Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground  
6 ;cans ;Sardines in tomato sauce,  drained, mashed, set the sauce aside 
4 ;cups ;Kulitis (spinach), shredded  
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Onion, white, chopped 
3 ;cups; All-purpose flour 
1 ;cup; Cooking oil 

!For the sauce 
2 ;Tbsps ;Cooking oil 
1 ;Tbsp ;Garlic, chopped 
2 ;Tbsps  ;Onion, white, chopped 
2 ;Tbsps  ;Ginger, crushed 
2 ;cups ;Sardines sauce 
1⁄2 ;cup ;Banana catsup  


","
1. Prepare the patties: 
• Steam squash in a steamer for 15 minutes. Mash in a bowl and set aside. 
• In a bowl, combine egg, oil, salt and pepper. 
• In another bowl, combine sardines,  steamed kalabasa, kulitis, garlic, onion  and flour. Add the egg mixture. Blend well. 
• Divide the mixture by 40, approximately  3 tablespoons or 40 grams each portion.  Shape each portion into patties. 
• In a pan, heat oil. Fry the patties for  3 minutes each side or until brown. 
• Transfer in a strainer or bowl with  paper towels to drain excess oil. 
2. In another pan, heat oil. Sauté garlic, onion, ginger, sardines sauce and catsup. Cover and simmer for 3 minutes. 
3. Serve patties with sauce on the side. 
","
;Amount per  serving ; %  Contribution  * 
Energy  ;576 kcal ; 36 
Protein  ;17.4 g ; 58 
Calcium  ;230 mg ; 33  
Iron  ;3.9 mg ; 39 
Vitamin A  ;164 μg RE ; 41 
Vitamin C  ;14 mg ; 31  
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Chicken almondigas;2 pcs   patties   + 2 Tbsps  sauce  ;3 pcs patties + 3 Tbsps sauce ;4 pcs  patties  +  1⁄4  cup sauce 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1  1⁄4 cup 
","
40 minutes 
","
40 minutes 
",20,fnri-2020-4sar,fnri
"
Chicken almondigas 
","
!For the meatballs  
4 ;pcs ;Egg, chicken, whole, beaten 
1⁄3​;cup ;Cooking oil  
2 ;tsps ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground  
3 ;cups ;Chicken, breast, ground  
1⁄4 ;cup ;Onion, white, chopped  
1 1⁄2 ;cups ;Carrots, chopped 
2 ;cups ;All-purpose flour 
2 ;cups ;Cooking oil for frying  

!For the soup
1⁄4 ;cup ;Cooking oil 
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Onion, white, chopped 
10 ;cups ;Water 
1⁄3 ;cup ;Patis 
2 ;cups ;Patola, sliced 
3 1⁄2 ;packs or 175 ;g ;Misua 
1 1⁄2 ;cup ;Carrots, chopped 
4 ;cups ;Malunggay leaves 


","
1. Prepare the meatballs: 
• In a bowl, combine eggs, oil, salt and pepper. 
• In another bowl, combine ground chicken, onion, carrots and flour. Add the egg mixture. Blend well. 
• Divide the mixture by 40, approximately 2 tablespoons or 35 grams each portion. 
• Shape each portion into balls. 
• In a pot, heat oil. Fry the meatballs for 5 minutes or until golden brown. 
• Transfer meatballs in a strainer or bowl with paper towels to drain excess oil. Set aside. 
2. In a pot, heat oil. Sauté garlic and onion. 
3. Add water, patis, patola and meatballs. Cover and bring to a boil. Simmer for 3 minutes. 
4. Add misua and stir well to avoid lumping. Cover and simmer for 2 minutes. 
5. Add carrots and malunggay leaves. Cover and simmer for 1 minute. 
","
Energy  ;571 kcal ; 36 
Protein  ;21.1 g ; 70 
Calcium  ;112 mg ; 16 
Iron  ;5.1 mg ; 51 
Vitamin A ; 603 μg RE ; 151 
Vitamin C ; 18 mg ; 40 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Chicken  almondigas;2 pcs  meatballs   +  1⁄2  cup  soup  ;3 pcs meatballs +  3⁄4  cup soup ; 4 pcs  meatballs  + 1 cup  soup 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1  1⁄4 cup 
","
1 hour and 30 minutes 
","
1 hour 
",23.5,fnri-2020-5chi,fnri
"
Ground pork picadillo soup with vegetable tempura 
","
!Ground pork picadillo soup 
1⁄4 ;cup ;Cooking oil  
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Onion, white, chopped 
3 ;cups ;Pork, liempo, lean,  ground 
6 ;cups ;Water 
1 ;Tbsp ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
1⁄2 ;cup ;Carrots, diced 
1 1⁄3 ;cups ;Sayote, strips  
3 ;cups ;Malunggay leaves  

!Vegetable Tempura
!!For the batter 
1⁄2 ;cup ;All-purpose  flour  
1 ;cup ;Cornstarch 
2 ;Tbsps ;Baking  powder  
2 ;tsps ;Salt, iodized
1⁄8 ;tsp ;Black  pepper, ground 
1 ;cup ;Water,  ice cold 
3 ;cups ;Kalabasa, fruit, sliced 
1 1⁄2 ;cups ;Sitaw, sliced  
2 ;cups ;Cooking oil 

!!For the tempura sauce 
1⁄2 ;cup ;Soy sauce 
1 ;cup ;Water  
1 ;Tbsp ;Ginger, grated 
1⁄4 ;cup ;Sugar, white 


","
!Ground pork picadillo soup 
1. In a pan, heat oil. Sauté garlic, onion and  ground pork. Cover and cook for 20 minutes 
2. Add water, salt and pepper. Cover and bring to a boil. 
3. Add carrots and sayote. Cover and simmer for 5 minutes. 
4. Add malunggay leaves. Simmer for 2 minutes. 
!Vegetable tempura 
1. Prepare the batter 
• In a bowl, combine flour, cornstarch,  baking powder, salt, and pepper. 
• Add water and blend well. Refrigerate for 30 minutes. 
2. Prepare the tempura sauce 
• In a bowl, combine soy sauce, water, ginger and sugar. Set aside. 
3.Dip kalabasa and sitaw into the batter. 
4.  batter In  a  pot, is heat cooked  oil. and  Fry crispy.  the    vegetables    until 
5.  Transfer the tempura ina strainer or  bowl with  paper  towels  to drain  excess  oil. 
6. Serve with tempura sauce on theside. 

","
Energy  ;586 kcal ; 37 
Protein  ;13.5 g ; 45 
Calcium ; 90 mg ; 13 
Iron  ;2.9 mg ; 29  
Vitamin A ; 198 μg RE ; 50  
Vitamin C ; 21 mg ; 47  
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13  ;10 
Ground pork picadillo soup ; 1⁄2 cup  soup  ; 3⁄4 cup soup  ; 1 cup soup 
Vegetable tempura ;2 pcs sitaw + 3 pcs  kalabasa  ;3 pcs sitaw + 4 pcs  kalabasa  ;4 pcs sitaw + 6 pcs kalabasa 
Boiled rice ; 3⁄4 cup ; 1 cup  ;1  1⁄4  cup 
","
Ground pork picadillo - 30 minutes 
Vegetable tempura - 40 minutes 

","
Ground pork picadillo - 30 minutes 
Vegetable tempura - 45 minutes 

",19.5,fnri-2020-6gro,fnri
"
Veggie patties with liver 
","
4 ;pcs ;Egg, chicken, whole, beaten 
1⁄3 ;cup ;Cooking oil 
2 ;tsps ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
4 ;cups ;Chicken, breast, ground 
1⁄4 ;cup ;Chicken, liver, chopped 
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Onion, white, chopped 
2 ;cups ;Kalabasa, fruit, strips 
5 ;cups ;Kulitis (spinach), shredded 
2 ;cups ;All-purpose flour 
1 ;cup ;Cooking oil 
1 1⁄4 ;cups ;Catsup, banana 
","
1. In a bowl, combine egg, oil, salt and pepper. 
2. In another bowl, combine ground chicken, liver, garlic, onion, kalabasa, kulitis and flour. Add the egg mixture. Blend well. 
3. Divide the mixture by 40, approximately 2 tablespoons or 40 grams each portion. Shape each portion into patties. 
4. In a pan, heat oil. Fry the patties for 4 minutes each side or until brown. 
5. Transfer in a strainer or bowl with paper towels to drain excess oil. 
6. Serve with catsup on the side. 
","
Energy  ;589 kcal ; 37 
Protein  ;22.5 g ; 75 
Calcium  ;107 mg ; 15 
Iron  ;4.4 mg ; 44 
Vitamin A  ;504 μg RE ; 126 
Vitamin C ; 12 mg ; 27 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Veggie patties with liver ;2 pcs  patties  ;3 pcs patties ; 4 pcs  patties 
Boiled rice  ;3⁄4 cup ; 1 cup  ;1  1⁄4  cup 
","
1 hour 
","
30 minutes 
",21,fnri-2020-7veg,fnri
